linear,1,5,90.4,12.0986959934
rbf,1e-06,5,56.1571428571,35.1201090813
rbf,1e-06,5,57.4357142857,32.1140379906
rbf,1e-06,5,59.4642857143,35.4215199947
rbf,1e-06,5,63.2,30.4012899399
rbf,1e-06,5,68.3357142857,30.6059398651
rbf,1e-06,5,67.7142857143,30.3725860119
rbf,1e-05,5,57.5928571429,30.6373929977
rbf,1e-05,5,57.0071428571,30.5400831699
rbf,1e-05,5,56.7785714286,30.4393870831
rbf,1e-05,5,59.1714285714,30.4918439388
rbf,1e-05,5,66.8714285714,34.1029951572
rbf,1e-05,5,68.8,33.2042717934
rbf,0.0001,5,56.4714285714,25.852408886
rbf,0.0001,5,58.4071428571,25.8375589848
rbf,0.0001,5,57.7642857143,25.7444558144
rbf,0.0001,5,63.8571428571,30.8753499985
rbf,0.0001,5,67.4214285714,30.7482721806
rbf,0.0001,5,69.5285714286,31.0305531025
rbf,0.001,5,53.8071428571,30.3033928871
rbf,0.001,5,59.7571428571,30.7026100159
rbf,0.001,5,56.7928571429,30.7206630707
rbf,0.001,5,62.2214285714,30.7317368984
rbf,0.001,5,67.6142857143,31.1106538773
rbf,0.001,5,68.5142857143,30.4241490364
rbf,0.01,5,54.4428571429,30.699048996
rbf,1e-06,50,67.9785714286,137.950144053
rbf,1e-06,50,67.4785714286,136.540156126
rbf,1e-05,50,70.0928571429,135.657032013
rbf,1e-05,50,70.5571428571,138.060068846
rbf,0.0001,50,68.9428571429,136.30694294
rbf,0.0001,50,67.6571428571,137.142580032
rbf,0.001,50,66.1642857143,137.997575998
rbf,0.001,50,66.4,136.364413023
rbf,0.01,50,90.4,135.074822903
rbf,0.01,50,90.4,143.21505785
rbf,0.1,50,90.4,137.944607973
rbf,0.1,50,90.4,138.160067081
rbf,1,50,90.4,137.272258997
rbf,1,50,90.4,138.743445873
rbf,0.001,50,90.6142857143,138.872966051
