linear,1,10,81.8181818182,0.0115740299225
linear,1,10,82.9545454545,0.0170660018921
linear,1,100,82.9545454545,0.165781021118
linear,0.01,100,82.9545454545,0.156400918961
linear,1,10,82.9545454545,0.0183210372925
linear,1,5,85.2272727273,0.0056619644165
linear,1,4,86.3636363636,0.00339007377625
linear,1,3,82.9545454545,0.00180387496948
linear,1,4,86.3636363636,0.00487613677979
linear,0.001,4,78.4090909091,0.0028350353241
linear,0.01,4,82.9545454545,0.00466394424438
linear,0.01,4,75.0,0.00391101837158
linear,0.01,4,73.8636363636,0.0049159526825
linear,0.01,4,72.7272727273,0.00338506698608
linear,1,4,84.0909090909,0.00527596473694
linear,0.1,4,82.9545454545,0.0040590763092
linear,0.1,5,86.3636363636,0.00413012504578
