1,1,0.9,30,84.7602534324,4.96587204933
0.1,1,0.9,30,85.8300345689,4.48106598854
0.01,1,0.9,30,86.8180281567,4.46490502357
0.001,1,0.9,30,85.900917111,4.52516579628
0.001,1,0.9,30,76.7079966413,4.81795310974
0.0001,1,0.9,30,91.1200532164,4.28341698647
0.0001,1,0.9,30,86.5279549841,4.05695295334
0.0001,1,0.9,30,91.1440442307,4.22978806496
1e-05,1,0.9,30,87.6271796382,4.70591902733
1e-05,1,0.9,30,90.1854941604,4.36275792122
1e-05,1,0.9,30,86.4418054329,4.25210690498
1e-05,1,0.9,30,85.9674376506,4.46200895309
1e-05,1,0.9,30,85.4243683275,4.54852819443
1e-05,1,0.9,30,84.1692020807,4.5855948925
1e-05,1,0.9,30,82.0154632992,4.4498398304
1e-06,1,0.9,30,86.3218503615,4.42160606384
1e-06,1,0.9,30,88.6904177708,4.61735796928
1e-06,1,0.9,100,88.882345885,17.9388899803
